repo,sha,author,date,message
linguist,bdc724d5485ea71ab81309f8732fca1416fe37b9,Brandon Keepers,2015-02-09T15:19:36Z,"Detect ""use 5.xxx"" as Perl"
linguist,74cd03de0b4a0abd0b6a0d544f35b6b1a2c3dfe0,Brandon Keepers,2015-02-09T14:57:24Z,Remove old link in docs
linguist,5e9bb67d10f0670ba1278c130fe66d44b682b90b,David Pyke Le Brun,2015-02-09T14:27:14Z,temporary add grammer to whitelist until license gets added
linguist,e9691725430bf553b452c6f8892c235e3d4f157a,David Pyke Le Brun,2015-02-09T14:16:25Z,recode heuristic to use existing style. add additional sample
linguist,f570260dfefdb47988e0e260f667758fedbb8986,David Pyke Le Brun,2015-02-09T12:04:21Z,Merge remote-tracking branch 'upstream/master' into plsql
linguist,7ecf65551e6f112bae5119dbd3eb62055f02ca82,David Pyke Le Brun,2015-02-09T11:58:50Z,re-add oracle grammer module using https
linguist,fb6ec8aaa76f58cd047de44dcf8f6389638b9a24,David Pyke Le Brun,2015-02-09T11:46:14Z,remove oracle grammer. (to be readded)
linguist,0ba6a7adf0f15d3af32c32cab5ef703349ac67ab,Arfon Smith,2015-02-08T17:16:37Z,Merge pull request #2086 from pchaigno/mediawiki-grammar
linguist,0019abe5e7f8f63fb9e23a1d499adc119b8b6dcc,Paul Chaignon,2015-02-08T10:45:54Z,Opal grammar from Sublime Text package
linguist,30d2883436cba5733031536200b148ae6361833a,Paul Chaignon,2015-02-08T10:44:11Z,Grammar for PogoScript from TextMate bundle
linguist,cc5881dca22f914a186be3d23a7eecaae55f4a7e,Paul Chaignon,2015-02-08T10:20:40Z,Grammar for Propeller Spin from Sublime Text package
linguist,d17f5dfd9e82e189dc56477eef24e63102eae31a,Paul Chaignon,2015-02-08T10:14:18Z,Papyrus grammar from Sublime Text package
linguist,4c037c644f26bb22152edb09b72b9cd145e6e47c,Paul Chaignon,2015-02-08T09:43:45Z,Grammar for GAP from TextMate bundle
linguist,a08f0da30d4147e1625130fe02ab9ad813704328,Paul Chaignon,2015-02-07T18:58:49Z,Grammar for Mediawiki from TextMate bundle
linguist,654cfd7a477b62345383e89a4c8d81aed91bf76a,Arfon Smith,2015-02-07T16:46:11Z,Merge pull request #2078 from pchaigno/innosetup-grammar
linguist,88e79cd3a8bc7749783693a35ea4409a4709303a,Arfon Smith,2015-02-07T16:24:03Z,Adding fixtures to test shebang strategy ordering
linguist,4543c7a0b307a648c7342e23cb970f56c48f3e80,Arfon Smith,2015-02-07T14:47:17Z,Use the shebang strategy first
linguist,f5bc9735afee25446f537f6c4f895b80438c53cc,Brandon Keepers,2015-02-06T21:45:01Z,Merge pull request #2002 from github/rewrite-readme
linguist,107a27aa2560f5a8114b19e9fd3ec0d88553aef4,Brandon Keepers,2015-02-06T21:41:57Z,Fix formatting of example
linguist,5c29ce06959695ceeda3597b51ed5e7fd12583b2,Brandon Keepers,2015-02-06T21:26:55Z,Add usage and link to contributing
linguist,41e1b7bd4e68261aa33ab425b30ee815e6247259,Paul Chaignon,2015-02-06T21:14:22Z,Detection by extension made case-insensitive
linguist,462a570d3c683557b12e3473e93be3fda072ab76,Brandon Keepers,2015-02-06T21:04:32Z,Friendly welcome
linguist,7f1af4215a5a55ffcb426f3698bcb41d61d97855,Brandon Keepers,2015-02-06T20:51:53Z,Merge remote-tracking branch 'origin/master' into rewrite-readme
linguist,7a141a923c4d0aefc0f59e888cf585f6eb253a60,Arfon Smith,2015-02-06T15:06:28Z,Merge pull request #2083 from github/case-insensitive-modelines
linguist,0db1d1c8ca2267f0e30c26ae31af773044056897,Arfon Smith,2015-02-06T14:48:59Z,Modifying some modeline fixtures to test case InSeNsItivitY
linguist,201b0ba53c2f7744c12ffc8e9bc78c9a41716ced,Arfon Smith,2015-02-06T14:41:37Z,Making modelines case-insensitive
linguist,3e54d6651caab999f8827c46d60889c27f02af93,David Pyke Le Brun,2015-02-06T13:36:40Z,update of old PL/SQL PLpgSQL and SQLPL patch based on current version
linguist,6d770ab68f7aa9b4ea8a31c260b20cf962971daf,Arfon Smith,2015-02-05T17:27:08Z,Merge pull request #2079 from lqez/patch-1
linguist,6ca149de1ddebab4eb64939bfd073d840fd523c4,Park Hyunwoo,2015-02-05T01:27:14Z,Missing whitespace
linguist,2e76ce740e7d64be7d19b07fbc23b35bbaa155c5,Paul Chaignon,2015-02-04T20:28:36Z,Grammar for Inno Setup from Sublime Text package
linguist,a664b9dd0cb2980e2545c11e5ab428bb7ffb13b6,Paul Chaignon,2015-02-04T20:26:42Z,Sample for Inno Setup
linguist,d49701f4708e6332387488512ce05876f3906f44,Arfon Smith,2015-02-04T20:14:54Z,Merge pull request #2071 from pchaigno/new-grammars
linguist,67fae52b32f7e57749dceea1d039324b8425ddfc,Arfon Smith,2015-02-04T19:52:08Z,Vim and Emacs modelines
linguist,bb9f6ff082409cd44d434873edb89aedca4da8ae,Arfon Smith,2015-02-04T19:51:25Z,Update README.md
linguist,ad7fc977df013fd8599586fb3a5a60a88e2262b2,Paul Chaignon,2015-02-04T19:01:27Z,Merge conflict fixed
linguist,0479a8998226a7d30db43803b3a6a76b9155cbe6,Paul Chaignon,2015-02-04T18:57:48Z,Update URL for AutoHotkey grammar
linguist,d7b97915145d01f73cacf3d9527e84ccc00c23e8,Paul Chaignon,2015-02-04T18:47:23Z,Remove grammar for AutoHotkey
linguist,832d379aceacb6782b283bec7b00b376ff481878,Arfon Smith,2015-02-04T15:20:30Z,Merge pull request #2077 from github/cut-release-v4.3.1
linguist,b8f3078966e599f98a469f4c4b401e8db5be2305,Arfon Smith,2015-02-04T14:31:36Z,Bumping version to v4.3.1
linguist,d496aaae5587ec58b2f27e2b68108410de95f905,Arfon Smith,2015-02-04T14:28:55Z,Grammar update
linguist,87e60cfd7867d8976c6b7906d831e1043efe46fe,Brandon Keepers,2015-02-04T14:18:38Z,Merge pull request #2063 from larsbrinkhoff/modeline
linguist,2077fa3837b040c943b2e738a234b61931a1292f,Lars Brinkhoff,2015-02-01T12:10:39Z,'Text' doesn't qualify as a valid modeline language.
linguist,96c2f86613e5bd2708bd2fb9e9f23e28f5d7dee4,Felipe Oliveira Carvalho,2015-02-04T05:22:08Z,Add cpplint.py to vendor.yml
linguist,eaa03e15ed81bc962812f069ccf92f60ca7d33d4,Edmundo Ruiz,2015-02-04T05:09:32Z,Improved Heuristics for .asc files.
linguist,95bedf0bfc59b14ae8e47e84be68791d8d300470,Arfon Smith,2015-02-04T01:49:46Z,Merge pull request #2072 from larsbrinkhoff/4TH
linguist,3a1b17f1f9a652b2d318ecc35260a5e16caf3bbd,Lars Brinkhoff,2015-02-03T12:04:06Z,Add .4TH Forth extension.
linguist,9fe9bf617f162eb2b40e67b6de00c3c28bb6d620,Paul Chaignon,2015-02-03T11:52:35Z,Grammar for eC from TextMate bundle
linguist,3c34da8bd39466b77268cebbb57ca13cd467d768,Paul Chaignon,2015-02-03T11:52:06Z,Sample for eC
linguist,9fa7adaa61efe51a4f8b2c8bce9c9ba10931d0cc,Edmundo Ruiz,2015-02-03T08:43:53Z,"#1638 New heuristics to distinguish between AsciiDoc, AGS Script, and Public Key."
linguist,54a2f5347a60b41387f95c6d976b464eb50b5ada,Edmundo Ruiz,2015-02-03T06:13:00Z,Merge remote-tracking branch 'upstream/master'
linguist,a716d3ad49af20b29246743dabc6dde835a79501,Edmundo Ruiz,2015-02-03T05:48:36Z,Reverted name Adventure Game Studio back to AGS Script.
linguist,8f70604466c9fd8890ddc23e5bf0b6958df78e03,Paul Chaignon,2015-02-02T20:50:49Z,Grammar for Ox from Sublime Text package
linguist,2044e191a2f42edbf3848a4f069b4d913a8f4b32,Paul Chaignon,2015-02-02T20:48:27Z,Grammar for Grace from TextMate bundle
linguist,8fe9ec05213ac177ef3e7a4e81ba2f80497cefa5,Paul Chaignon,2015-02-02T20:37:24Z,Grammar for G-Code from Sublime Text package
linguist,034e510ba520050b92ef63a68bcd8ffe93189646,Paul Chaignon,2015-02-02T20:24:22Z,Grammar for TXL from Sublime Text package
linguist,bdec1ac64df25ca0afd565197650528f26fd51a2,Arfon Smith,2015-02-01T22:09:42Z,Merge pull request #2064 from pchaigno/new-grammars
linguist,36a0d760e92efa94ab1dcda738122f94c9c39328,Paul Chaignon,2015-02-01T20:52:24Z,Grammar for J from Sublime Text package
linguist,a901e85c3c995bbb4365fa9cb2ffca8ca9320b51,Paul Chaignon,2015-02-01T20:50:34Z,Sample for J
linguist,6e9dc2339dac6e0299e648b177cfe970312da7c0,Paul Chaignon,2015-02-01T20:41:22Z,Grammar for Golo from Sublime Text package
linguist,3864e712ef5e5224dd9a6d39d24b26a5bda47077,Paul Chaignon,2015-02-01T20:37:07Z,Grammar for GDScript from Sublime Text package
linguist,8376f1e4a451b47dcb6dec6cc2c4e8b9218b3601,Paul Chaignon,2015-02-01T20:34:10Z,Grammar for Creole from Sublime Text package
linguist,1b0fd752d3c2956b082cfb512a68e5779ebb8b7d,Paul Chaignon,2015-02-01T20:29:03Z,Grammar for CLIPS from Sublime Text package
linguist,bef473a48b939cc91cedc08a41543e72c74b5166,Paul Chaignon,2015-02-01T20:27:14Z,Samples for CLIPS
linguist,0c60078d277caaa44d7b2a7f92f366539309c85d,Paul Chaignon,2015-02-01T20:16:45Z,Grammar for APL from Sublime Text package
linguist,2f65462ce0b73bb13f20ea0197b1f93724dbdcbe,Arfon Smith,2015-02-01T19:39:59Z,Trailing slash fix.
linguist,ace6156c658cad5f520412da2f2e5cd84e156666,Arfon Smith,2015-02-01T19:24:54Z,Merge pull request #2058 from pchaigno/move-autohotkey-grammar
linguist,ada8feba34c01123f1ab5a6297ee47407a51b44c,Paul Chaignon,2015-02-01T19:12:22Z,Merge branch 'master' into move-autohotkey-grammar
linguist,75d685a7f4b5f9601296c74ad0a607ff25869d6c,Arfon Smith,2015-02-01T19:03:13Z,Merge pull request #2000 from jayphelps/patch-2
linguist,6b7f20323b7b3326e48ca0f842d8fc8c0c9f13aa,Arfon Smith,2015-02-01T01:03:05Z,Merge pull request #2057 from steinwaywhw/master
linguist,c2ab5bc09de17cff77e5322cd6d25ead2e24487d,Steinway Wu,2015-01-31T22:24:23Z,Merge remote-tracking branch 'upstream/master'
linguist,95d5b8bdbc7ffaba38088a2815537c4541448fba,Arfon Smith,2015-01-31T21:17:38Z,Merge pull request #2059 from pchaigno/modelica
linguist,da7b3182e8d5cb26d0a382b9cb32f219da65c9ad,Steinway Wu,2015-01-31T21:00:00Z,update to newer ats-mode-sublime
linguist,08790f2f0abae6c0e327b191b9f680f2f40c5e87,Paul Chaignon,2015-01-31T12:44:11Z,Grammar for Modelica
linguist,896270e61728ddb9624d2e574d6149b83c9ee305,Paul Chaignon,2015-01-31T12:37:42Z,Support for Modelica
linguist,fb40ee986f32d47455a1dd4c587e61c9cf0ba546,Paul Chaignon,2015-01-31T11:16:41Z,Update URL for AutoHotkey grammar
linguist,20b82e4bc998a65231223ffde914ba4a52e9c8f2,Paul Chaignon,2015-01-31T11:14:36Z,Remove grammar for AutoHotkey
linguist,513347911e17908e8b670584f00b7e9cae68bddc,Steinway Wu,2015-01-30T18:25:22Z,update ats grammar to the latest commits
linguist,1a3960e95dc86f271d983bcc624d1a127fb86d0c,Arfon Smith,2015-01-30T18:15:55Z,Merge pull request #2056 from github/cut-release-v4.3.0
linguist,7d9a47b7c3bad2478f87e7556d2e5f64a92b7799,Steinway Wu,2015-01-30T18:02:37Z,remove atxt support
linguist,c80d085e335d711faa632ab4a3c35b2cae43fc5a,Steinway Wu,2015-01-30T17:56:17Z,revise git module
linguist,98518e5c8c952d4e601b0a5d19abb98e7e4cd7af,Steinway Wu,2015-01-30T17:52:38Z,add ats mode from sublime package
linguist,2b7a488d646bed5d5f976ffa47dbb80da0c24831,Arfon Smith,2015-01-30T17:25:50Z,Bumping version to 4.3.0
linguist,25aa6669bed3456326c8b1a15a9de767d09ff54e,Arfon Smith,2015-01-30T17:17:13Z,Updating grammars
linguist,ef9e1c4e4f55ffae62eabe2c1b7c9f1ce65c7ddf,Arfon Smith,2015-01-30T17:04:21Z,Merge pull request #2055 from github/cp-cpp
linguist,cf483c28e33e812a8a82227cd8d64a421c803933,Arfon Smith,2015-01-30T16:56:06Z,Adding cp as a C++ extension
linguist,fecc39d97d27f946fc7a9fac692e7861b81e22f4,Arfon Smith,2015-01-30T14:51:51Z,Merge pull request #1652 from github/objc-mercury
linguist,339370a7032c7a0b374c546b1f1d1cbafb4f501f,Arfon Smith,2015-01-30T14:48:26Z,Extracting ObjectiveC regex into a constant
linguist,359e5157a836be0dd3275223bbc4af9d6858e179,Arfon Smith,2015-01-30T14:34:50Z,Merge branch 'master' into objc-mercury
linguist,207bd8d77c3620e8ea54d88d9fcd42514a2645b0,Arfon Smith,2015-01-30T14:28:27Z,Merge pull request #2001 from rusthon/master
linguist,ba5454808e7e24948dd11b26a2b85007febf2516,Arfon Smith,2015-01-30T14:24:27Z,Merge pull request #1916 from Mailaender/dot-desktop-files
linguist,9196ba91bbbf3b997304e4642dbad446d562f193,Arfon Smith,2015-01-30T02:12:47Z,Merge pull request #2041 from github/emacs-vim-mode-lines
linguist,5ff1b02e49f36fda9fc502335b969a6ac24be591,Arfon Smith,2015-01-29T22:47:45Z,1.9.3 reprieve
linguist,4f92d620eb215ed82f49a70108253b3fd9446e02,Brandon Keepers,2015-01-29T22:28:20Z,Simplify detect
linguist,e7f57796595f11117b53ca37502056ce83aac85b,Brandon Keepers,2015-01-29T22:16:41Z,Break modelines into two regular expressions
linguist,512cfc48589f573a8ee5157b490d53e6b730f929,Arfon Smith,2015-01-29T21:45:07Z,Dropping 1.9.3
linguist,437ba70b9ee006fd24d894155bfba43499e443f6,Brandon Keepers,2015-01-29T19:14:06Z,Find modeline anywhere in the data
linguist,fadca563bc1a60f56ea5939a2f171f763902218e,Brandon Keepers,2015-01-29T19:09:12Z,Move regex to a constant
linguist,7a601b196eb92953f5b54e2e932d987889ee7b63,Brandon Keepers,2015-01-29T19:07:18Z,Fix regex syntax
linguist,bf6bd246fd6b55180dab16b19aa18ab63854d4bd,Arfon Smith,2015-01-28T22:52:26Z,Syntax tweak
linguist,168ff4c050e29361ec9f9b40536f953347d6f4d4,Arfon Smith,2015-01-28T13:02:49Z,Merge pull request #2048 from infininight/master
linguist,d6fdbafa3c9eba2d0a6fbf7acfda32327a1b9fe3,Arfon Smith,2015-01-28T13:00:18Z,Merge pull request #2047 from vors/powershell
linguist,3e1570a716db8bbb628052527cbbcb94192f8d5d,Michael Sheets,2015-01-28T10:12:05Z,Update Swift grammar
linguist,160c0b4ac0a0c588788167162e504ed8e048dbaf,Sergei Vorobev,2015-01-28T02:31:17Z,Replace vendor powershell.tmBundle by SublimeText powershell. Improve samples for PS.
linguist,cf0bc3914f27c1a4cd11015ccc6d50e2aee25ada,Arfon Smith,2015-01-27T15:45:24Z,Merge pull request #2044 from pchaigno/liquid-grammar
linguist,96154627d3a405f45098fb3f9cdb3a9306d5f3cc,Arfon Smith,2015-01-27T15:42:24Z,Clearer regex
linguist,6f07b62a3fe07edd10d00b042ca42f099b55a8b5,Arfon Smith,2015-01-27T14:18:34Z,New year.
linguist,cae17b91b80ba874ecf4951f8acf289308d2c239,Paul Chaignon,2015-01-27T12:02:13Z,Grammar (TextMate bundle) for Liquid
linguist,69b68f3a447a14aec64feb78eaca7274cb6cbc1d,Arfon Smith,2015-01-26T22:22:55Z,Extracting common methods into helper.
linguist,20a3e7e4b8de8efab6be18b6d89e43ed84f6c4e7,Arfon Smith,2015-01-26T22:12:20Z,Update docs
linguist,119a8fff1edf35bc9ca09b79214cdb66a4fa585d,Arfon Smith,2015-01-26T21:38:19Z,Emacs modeline fixtures
linguist,8094b1bd92f7b316509b3259dc4c276bd089ee1b,Arfon Smith,2015-01-26T21:38:07Z,Test strategy and language
linguist,98fc4d78aa4e09e8478517228c047fe0e036e26d,Arfon Smith,2015-01-26T21:37:45Z,Slightly reworked regex.
linguist,d773c2e90dce1c0a890b186bd13ccdb819db06b3,Arfon Smith,2015-01-26T21:18:40Z,Escape the *
linguist,7929e7ab9c332faadc604ede6e33c8aa96a232b9,Arfon Smith,2015-01-26T21:11:55Z,Adding Emacs modes
linguist,e8e95f113c25da0b6683be16a025d7086e0fde61,Arfon Smith,2015-01-26T21:03:22Z,Modeline should come first (as it's an override)
linguist,429c791377be0615fcc7cb7d79ae0ebe2e9ae694,Arfon Smith,2015-01-26T20:39:07Z,Testing Vim modeline support
linguist,e536eea5b6396df3bd641520c23ec6b02fddf677,Arfon Smith,2015-01-26T20:22:09Z,Basic Vim modeline detection strategy
linguist,0a5b5eadeb88a5d8ff9c8aeaad30011aa4a43479,Adam Roben,2015-01-26T15:28:11Z,Merge pull request #1986 from pchaigno/remove-lexer
linguist,12351d3a8adb3c6914a2256606490bd091532eb5,Arfon Smith,2015-01-26T01:24:15Z,Merge pull request #2037 from pchaigno/asp-tm_scope
linguist,aa8eb955e9ded79f402d881402e219188433a38b,halirutan,2015-01-26T00:44:45Z,Removed .mt file extension and example since there are more languages that use this.
linguist,8e52c1820021b0f9bca6b56d4d3d8bd188e0e467,halirutan,2015-01-26T00:43:13Z,Merge branch 'master' into feature-Mathematica10Extensions
linguist,7421b2e5532c194756d7a9dcccc0604a10f6b77f,Paul Chaignon,2015-01-25T18:04:00Z,Change TextMate scope for ASP
linguist,8aa4dce6f412a4904464be6ad6bc62851fcaae8e,Arfon Smith,2015-01-24T16:54:30Z,Merge pull request #1723 from techhat/pythonmultiline
linguist,feeceefe9968c80d7cec2965adf42343dfdd9fb4,Joseph Hall,2015-01-24T16:00:00Z,Merge pull request #1 from pchaigno/pythonmultiline
linguist,60483e321636cf501c16d8eb90ded4953c93007a,Arfon Smith,2015-01-24T14:58:07Z,Merge pull request #1143 from pchaigno/newlisp
linguist,49837e0c20972815a8a59d9960d2c7bf2e07084e,Arfon Smith,2015-01-24T14:51:26Z,Merge pull request #2031 from pchaigno/fix-pascal-samples
linguist,c7668ad88269c475fe1634b13a26d8d840179dbf,Paul Chaignon,2015-01-24T00:32:56Z,Better samples for Pascal
linguist,4f37563be149308cec0315848e61443644b87c9b,Paul Chaignon,2015-01-24T00:02:58Z,Remove mention of lexer for GAP in languages.yml
linguist,e468723abc78d7aa00f6422e78ffa550701ab9e2,halirutan,2015-01-24T00:00:41Z,Reordered the extensions entries for Mathematica
linguist,9c3ab950489aef609c535c3264ad164b86642996,Paul Chaignon,2015-01-23T23:57:20Z,Merge branch 'master' into remove-lexer
linguist,99bfde32a8416f49da6083ae992408a0b5dcd9a3,halirutan,2015-01-23T23:54:03Z,Merge branch 'master' into feature-Mathematica10Extensions
linguist,bf5651e12746b915e2c07a2841ac0a7eb6970e28,Paul Chaignon,2015-01-23T23:15:52Z,Merge branch 'master' into newlisp
linguist,f854a12043e0a96185153a4b9014dc1295f59240,Arfon Smith,2015-01-23T21:29:57Z,Merge pull request #2025 from hyperair/scad
linguist,dd09f02f53be621f8a3f48e20c6e2ab9563efc98,Arfon Smith,2015-01-23T21:25:36Z,Adding some samples to verify new heuristics
linguist,268f43d66827252e462edef6fe7ceb34fb3092b6,Arfon Smith,2015-01-23T20:50:31Z,Merge pull request #2030 from github/tst
linguist,d95b7504abbc45b514f94b8e2c9e2ffac0496c6c,Arfon Smith,2015-01-23T20:35:27Z,Merge branch 'master' into tst
linguist,4d2b6ee99e3f3e0ecef623c92342d04c05704035,Arfon Smith,2015-01-23T19:22:45Z,Updating heuristic order
linguist,6ad6984fe7451ab1cb781d230bad570191970716,Arfon Smith,2015-01-23T17:02:25Z,Merge branch 'master' into mmmmmm
linguist,97d48a204ab68e44e66591e3dd771cbc319675ff,Chow Loong Jin,2015-01-23T06:14:15Z,Specify ace_mode for OpenSCAD
linguist,c6e891562754dc29c95f3ce9f060f60b3b9b42b2,halirutan,2015-01-23T03:40:47Z,Added Wolfram Language extensions to the Mathematica section. I checked whether other languages have the same extensions I indroduced which is not the case.
linguist,496b3e5a781b56862b381befc0027edfa94bde8f,Arfon Smith,2015-01-20T20:48:12Z,Bumping to 4.3.0 beta
linguist,01be9e68ee7fa8169aab805f0b6db5840549c106,Arfon Smith,2015-01-20T20:34:36Z,"Revert ""Revert ""Use path for Generated?"""""
linguist,cc56ddb3543679cfec9aa2b50ceed6905e477093,Arfon Smith,2015-01-20T16:40:38Z,Merge pull request #2015 from github/cut-release-v4.2.7
linguist,3ce527b0b92e2813e2c04db3f0574ba711db12c2,Arfon Smith,2015-01-20T15:29:26Z,Updating version.rb
linguist,94d4d92cc0b6aa3c1c3f3a23bd5887705133c917,Arfon Smith,2015-01-20T15:22:55Z,Merge branch 'master' into cut-release-v4.2.7
linguist,72b268b25343f5e6c88f77048845d2d51a720ace,Arfon Smith,2015-01-20T15:17:46Z,Updating grammars
linguist,2c7885bbc1a355d1da506458409c10fef9350223,Arfon Smith,2015-01-20T15:12:33Z,Merge pull request #2014 from github/revert-1976-path-for-fileblob
linguist,36120a912270696f4624c20607a96c66fa2a9096,Arfon Smith,2015-01-20T14:58:11Z,"Revert ""Use path for Generated?"""
linguist,56c3b8c3fe3f973bd80377c419442791fb608024,Maximo Dominguez,2015-01-18T23:31:47Z,Added generated rule for SpecFlow's *.feature.cs
linguist,6305ec3f312198fd45a4a2f276af02aa6242205f,Arfon Smith,2015-01-18T14:44:00Z,Merge pull request #2005 from JJ/master
linguist,b319731a2d2b1e3341a17e3f805468bf0c7c9e21,Juan Julián Merelo Guervós,2015-01-18T12:16:33Z,Adds Rexfile
linguist,885740dad63ae98809f27b93e339f0c543dd1ef5,Arfon Smith,2015-01-17T22:12:56Z,Merge pull request #1944 from pchaigno/revert-1438
linguist,b178268cbc660c4fc8323e7fc0120f02f4a282a1,hartsantler,2015-01-17T21:34:12Z,changed to make `rusthon` a `python` alias.
linguist,3ae556893f7d64ca67a34782c1fdf1224e3a5129,Arfon Smith,2015-01-17T15:15:57Z,Merge pull request #1900 from dalehenrich/master
linguist,43b297636df275133e9a73bb44a27edeface9dbf,Arfon Smith,2015-01-17T15:10:58Z,Merge pull request #2003 from pchaigno/cs-heuristics
linguist,8cd17698fefaaf4c354d32cf52a57a39e488f29f,Paul Chaignon,2015-01-17T12:34:06Z,Slightly improve heuristic for C#
linguist,3886c406abe7eaf56e451c3eca1f8358bb9b2cc9,Brandon Keepers,2015-01-16T15:28:09Z,Add section on fixing misclassifications
linguist,b56671c20dc194d7544d3dc6d8c26125eadc93e1,Brandon Keepers,2015-01-16T15:15:47Z,Lists are easier to follow than walls of text
linguist,f3cbad065f3efd0ffb24d28c21c8788aa8e3cd33,Brandon Keepers,2015-01-16T14:35:33Z,Merge remote-tracking branch 'origin/master' into rewrite-readme
linguist,4b3b1a80f663851e625a7ddbf142a972c9370e76,Brandon Keepers,2015-01-16T14:02:51Z,Rearrange docs
linguist,7abcc39c8ca7e39fe96fe28990d3243f28f5af60,hartsantler,2015-01-16T12:32:52Z,added Rusthon to languages list for syntax highlighting in md.
linguist,a5b915d57197222484e710b40fe3334808d62eb7,Jay Phelps,2015-01-16T06:13:06Z,Added `htmlbars` as an alias for Handlebars
linguist,0fcdca653a5c7ae79ac36bcd6468c813584e0386,Arfon Smith,2015-01-16T02:26:19Z,Merge pull request #1995 from phuicy/master
linguist,9ec801d495becc9907724450243c46a34b7f5968,Adam Roben,2015-01-16T02:20:00Z,Merge pull request #1976 from github/path-for-fileblob
linguist,4ccbdcb93c26621d649665a9cc7dddbed187fff5,Arfon Smith,2015-01-15T22:41:36Z,Merge pull request #1999 from github/more-relative-paths
linguist,53f909f2a139e4d5cb6ce94166d221a5b64b97c5,Arfon Smith,2015-01-15T22:07:22Z,Merge pull request #1998 from Frigolit/master
linguist,f8603705a8e367acf56bfafbf878083f92dbb96a,Pontus Rodling,2015-01-15T20:56:13Z,Added shebang sample for Pike.
linguist,3bc1b97a68910a712e859327375c95e0829c1ef7,Pontus Rodling,2015-01-15T20:18:55Z,"Added interpreter ""pike"" for Pike."
linguist,27ed17e62ef4139f8a1b9e5c9e912285a3a513b6,Arfon Smith,2015-01-15T15:30:02Z,Merge pull request #1996 from aoetk/fxml
linguist,f3d5090d514b8a4d20df2b84a56569f4c186ecca,Arfon Smith,2015-01-15T15:28:26Z,Merge pull request #1841 from danmichaelo/turtle
linguist,d030f9be9907304fee5f80ced69284c33917c31d,AOE Takashi,2015-01-15T08:42:47Z,Add support for FXML files.
linguist,774d18ed8f651155c3554b9b3851960030f0352f,Dan Michael O. Heggø,2014-12-06T20:39:32Z,Add support for Turtle and SPARQL
linguist,d39f5eedf1f3dd28a48c1eaa1a05aee4bac52934,Guy Burroughes,2015-01-14T19:14:16Z,Fixed issues for web ontology to pass tests
linguist,1a1e21f34407e758fca0c92d488c6caa5254f6e5,phuicy,2015-01-14T18:11:33Z,Added Web Ontology Language Support
linguist,96c7bc30d86d99af5f29c23dc84f3ecc0d5e7841,Adam Roben,2015-01-14T13:57:14Z,Simplify blob tests
linguist,0328b1cb3c7c5540617fd30479f11f3e5c46afff,Adam Roben,2015-01-14T13:54:49Z,Use the original FileBlob path for filesystem access
linguist,ad0cc7f39d19cb9238100e55d9f8d192be0d137f,Arfon Smith,2015-01-12T14:12:45Z,Merge pull request #1989 from davidabian/patch-1
linguist,42a491ab8bdacde1aa52bb4fb4d284a3bd908e17,David Abián,2015-01-11T21:09:48Z,Merge branch 'patch-1' of https://github.com/davidabian/linguist into patch-1
linguist,ef4b25591b1a0a3060835b5cac885d4f14520932,David Abián,2015-01-11T21:08:56Z,"Sample sagews file, as requested"
linguist,fbc99cf7e662bc91e65dd18eb5af5960e5f60dfb,David Abián,2015-01-11T18:43:20Z,Update languages.yml with *.sagews
linguist,5d0e9484ce9a3c1ae22637cfc61bda088a74c315,Paul Chaignon,2015-01-11T09:02:52Z,Remove last mentions of lexer
linguist,1bc6a6dfe513687d3d778016409fa3af1be02678,Brandon Keepers,2015-01-10T18:43:00Z,Merge pull request #1955 from pchaigno/zephir-generated-samples
linguist,30be3265fbd5d988c733a24e40a7e1fecec06bb9,Arfon Smith,2015-01-10T15:18:45Z,Merge pull request #1982 from pchaigno/racket-grammar
linguist,ecaad7979fb4e5028c66d4ab1d8a712a23bff1b1,Paul Chaignon,2015-01-10T13:40:58Z,New grammar for Racket
linguist,d638edbeae46c09e7ece5c7ec63d0385bfec2858,Paul Chaignon,2015-01-10T12:10:04Z,Remove grammar for Racket
linguist,91779b6de9f9b6733db33537c965d420e191e420,Brandon Keepers,2015-01-09T23:53:25Z,Merge pull request #1978 from larsbrinkhoff/cmake_samples
linguist,3abb0e80d519a4ef3d20a02feb7b1dfb0accb342,Adam Roben,2015-01-09T21:20:30Z,Merge pull request #1963 from github/aroben-patch-1
linguist,f4c1cc576b1bf0a057213ca0bb333fa6de3afdf0,Arfon Smith,2015-01-09T21:15:34Z,Modifying BlobHelper and FileBlob to use path
linguist,986235dce75e935b619b618ea4bb7d8a0acae224,Paul Chaignon,2015-01-03T08:37:40Z,Sample file for .cmake.in
linguist,1f0c88a934b28a607c4fc87b66a48299a5c900a4,Lars Brinkhoff,2015-01-09T13:54:31Z,Restore the .cmake.in extension.
linguist,94f7dd223834e21156cd9ea7b8ab034d7b4b384b,Lars Brinkhoff,2015-01-09T13:54:44Z,More CMake samples.
linguist,79fd12eb7542a619c900f5362a13e275492aee18,Arfon Smith,2015-01-09T17:56:11Z,Merge branch 'master' into path-for-fileblob
linguist,05a98be1e5f882aef7d8d2cd343be4f98e780ca2,Arfon Smith,2015-01-09T17:50:01Z,Merge pull request #1977 from github/auto
linguist,24eb1d3fe2539a139545f13c9bb01b4a008c1711,Arfon Smith,2015-01-09T17:43:34Z,Updating file regex to support unlicense.txt
